x,promedio
0,8
200,11
400,11.66666667
600,12.66666667
800,14
1000,15.33333333
1200,15.66666667
1400,19.33333333
1600,19
1800,20.66666667
2000,23
2200,26.33333333
2400,22.66666667
2600,24.33333333
2800,23.66666667
3000,25.66666667
3200,25.33333333
3400,24
3600,27.33333333
3800,26
4000,25
4200,22
4400,21.33333333
4600,20.66666667
4800,21.33333333
5000,19.66666667
5200,14
5400,16
5600,15.33333333
5800,11.66666667
6000,10.33333333
6200,8
6400,10
6600,8
6800,6.333333333
7000,5
